d;c;a;J;;Abyssin;C;3;P:2 A:1 D:2 F:2;;Warrior;Abyssins have an extremely violent culture.  They also possess tremendous regenerative abilities.  Often become mercenaries once they leave their homeworld, Byss.;Power +2 and Forfeit +1 while Myo at Audience Chamber. If lost or forfeited during a battle, may use 2 Force to 'regenerate' (place Abyssin in your Used Pile).
d;i;u;J;*;Abyssin Ornament;U;5;The Abyssins are known for their regenerative abilities.  Jabba keeps several statue heads of Abyssin creatures on his repulsor sled.;Once per game, target one non-unique character on table. Draw destiny. If destiny is less than X, retrieve X Force, where X equals the number of copies of that card you have on table (immune to Sense). OR search your Reserve Deck and take one non-unique alien into hand| reshuffle. 
d;e;e;J;*;All Wrapped Up;U;2;A capture cable is a quick and effective way for bounty hunters to suddenly snare their target.;Deploy on your side of the table. We Have A Prisoner and Oo-ta Goo-ta Solo? deploy for free and are immune to Sense. Also, whenever opponent forfeits a character, your bounty hunter present may capture that character. (Immune to Alter.)
d;c;a;J;*;Amanaman;R;2;P:3 A:1 D:4 F:2;;;Male Amanin.  Hangs the heads of his victims on his staff. Nicknamed Amanaman| his real name is unknown on Tatooine.;Once per battle, may use 2 Force to "behead" (place out of play) one opposing non-droid character lost or forfeited where present. Adds X to attrition in battles at same site where X = the number of "beheaded" victims.
d;c;a;J;;Amanin;C;3;P:3 A:1 D:3 F:2;;;Amanin are a primitive hunting species.  Exposed to space travel when their planet became a mining world for the Empire.  Fierce-tempered when angered.;When Attacking or being attacked by a creature, power +3 and may add one destiny. If Amanin is alone and causes a non-selective creature to be lost, creature is placed out of play and you may retrieve Force equal to its deploy cost.
d;w;v;J;;Antipersonnel Laser Cannon;U;4;;;Rapid-fire weapon.  Requires three power cells to operate.  Has no stun setting.  Lightweight enough to be stored and then quickly mounted when the need arises.;Use 3 Force to deploy on any transport vehicle. Your warrior present, if aboard, may target using 3 Force. Draw destiny. Character hit if destiny +2 > Ability. May fire repeatedly for 2 Force each time.
d;c;a;J;***;Aqualish;C;3;P:2 A:1 D:3 F:3;;Warrior;Aqualish originate from Ando.  Continually at war.  Reached the stars by eliminating the creator of the first ship that landed on their planet.  Often seen of Cloud City.;Power +2 and forfeit +1 while Ponda Baba is at Audience Chamber. May initiate a battle for free where present. When at a Cloud City site, {cumulatively} adds one to number of Bespin locations required to cancel Dark Deal.
d;c;a;J;*;Bane Malar;R;1;P:* A:4 D:4 F:3;Force-Sensitive;;Mysterious {bounty hunter} of an unknown species.  Rumored to be somewhat telepathic.  Infrequent member of Jabba's court.  Plotting to kill Jabba.;At the start of a battle, may use 1 Force to 'mindscan' one opponent's non-droid character of lesser ability present. Adds that character's power and game text to his own for remainder of battle. Immune to attrition < 3.
d;i;u;J;;Bantha Fodder;C;4;"Uu a'kingsa riika pagh bagla bis kachata weenow con bantha poodoo.";Cancel As Good As Gone or Innocent Scoundrel. OR Search your Reserve Deck and take one bantha, Tusken Raider, Taym Dren-garen or Weequay into hand| reshuffle. 
d;c;a;J;*;Barada;R;2;P:4 A:1 D:5 F:3;;;Male Klatooinian in charge of Jabba's repulsorpool.  Sold onto slavery and won by Jabba in sabacc.  Responsible for maintenance and supplies for Jabba's vehicles.;Deploys only to a Jabba's Palace site. Power = 0 at any location other than a Tatooine site. Power +2 at any Jabba's Palace site while Jabba is on the table. Your transport vehicles lost from same site may go to your Used Pile rather than your Lost Pile.
d;c;a;J;*;Beedo;R;3;P:2 A:2 D:* F:2;;;Rodian {bounty hunter}. Relative of Greedo.  Taking Greedo's place in Jabba's court.  Fearful of Jabba's wraith.  Notorious sycophant.;* Replaces any male Rodian for free (Rodian goes to the used pile) or deploys for 3 Force. While at audience chamber, all your Rodians are power +2, and whenever Greedo threatens a smuggler, may add 2 to destiny draw.
d;c;a;J;*;Bib Fortuna;R;1;P:3 A:1 D:3 F:4;;;Twi'lek {leader} and majordomo of Jabba's palace. Succeeded Jabba's last majordomo, Naroon Cuthus. Plotting to kill Jabba.;Deploys only on Tatooine. Opponent's characters of ability < 4 may not move from same site as Bib to a Jabba's Palace site. When at a Jabba's Palace site, each of you Gamorreans and Niktos may deploy as a 'react' to any Jabba's Palace site.
d;r;r;J;*;Bubo;U;4;P:4 R:5 D:3 F:0;Guard Creature;;Watchbeast.  Unwittingly foiled Ree Yees' plot to kill Jabba with a thermal detonator when it ate a crucial component.  Louder than it is tough.  Keeps watch for unwary intruders.;Habitat: planet sites (except Hoth). Does not attack your characters. When at a Jabba's palace site, prevents opponents characters from using their landspeed.
d;c;d;J;;CZ-4;C;4;P:1 D:2 F:3;Communications Droid;;Very common communications droid.  Some have been modified to be defense drones.  Programmed to warn their masters of an imminent attack.;Opponent may not 'react' to or from same site. You may 'react' to a battle or Force drain at same or adjacent Jabba's Palace site by deploying (at normal use of the Force) one non-unique alien to that site from Reserve Deck| reshuffle.
d;e;i;J;;Cane Adiss;U;4;Adventurous pilot.  Boasts to Jabba that he has traveled to every uncharted planet in the galaxy.  Has been hired by the Empire to keep an eye out for Rebel activity.;If opponent just initiated a Force drain at a non-shielded planet location, deploy on that location. Your cards may deploy here regardless of presence and location deployment restrictions. (Immune to Control.)
d;c;a;J;;Chevin;C;3;P:2 A:1 D:3 F:2;;;Most Chevin are mercenaries, gun runners and slavers.  Have strong communities on their homeworld.  Wear clothing only because others do.;Power +2 and forfeit +1 while Ephant Mon is at Audience Chamber. When forfeited at same site as one of your alien leaders, may satisfy all remaining attrition against you.
d;e;e;J;*;Den Of Thieves;U;4;Jabba's palace is considered a safe haven to many on the run. It is also widely known to provide luxurious accommodations to its welcomed guests.;Deploy on your side of the table. Once per turn, you may cancel a Force drain by placing here from hand, one non unique alien. Aliens may deploy from here as if from hand. (if effect canceled by opponent, any aliens here may immediately deploy for free).
