d;e;e;c;;Ability, Ability, Ability;C;3;"Ben. . . Ben, please! Ben. . . Leia! Hear me, Leia!";Deploy on opponent's side of table. During opponent's deploy phase, opponent must choose to deploy a card with ability or lose 2 Force. Effect lost if opponent has more cards with ability on table than you. (Immune to Alter.)
d;e;e;c;;Abyss;U;4;Careless abuse of the Force by a young Jedi trainee can have dire consequences. When hanging from the weather vane of Cloud City, Luke's balance was his only hope.;Deploy on table. If a unique (*) card is drawn for destiny and a duplicate is on table, destiny card is lost (destiny = 0). If duplicated card is a character, it loses immunity to attrition for rest of turn and player must lose 2 Force or lose that character. (Immune to Alter.)
d;i;l;c;*;Aiiii! Aaa! Aggggggggggggg!;R;4;"They never even asked me any questions.";If you have a Rebel of ability > 1 captive at a prison you control, opponent loses X Force, where X = the number of opponent's characters with ability > 2 on table.
d;e;i;c;*;All Too Easy;R;5;"Perhaps you are not as strong as the Emperor thought.";If an opponent's character at the Carbonite Chamber was just 'hit' by a lightsaber, deploy on that character.  Character is instead immediately captured and 'frozen.'  If captive released, lose Immediate Effect.  (Immune to Control.)
d;i;l;c;*;Atmospheric Assault;R;5;The TIEs patrolling Cloud City took advantage of Bespin's dense cloud cover.;If you just initiated a battle at a Cloud City sector, add one battle destiny.  OR Deploy one TIE Assault Squadron for free (no replacement is necessary).
d;l;S;c;*;Bespin;U;Parsec: 6;Planet;1;If you control, your characters and vehicles deploy -1 to Cloud City locations.;2;If you control, opponent's characters and vehicles deploy +1 to Cloud City locations.
d;l;e;c;*;Bespin: Cloud City;U;;Planet;1;If you control, for each of your starships or vehicles here, your total power is +1 in battles at Cloud City sites.;2;If you control, for each of your starships or vehicles here, your total power is +1 in battles at Cloud City sites.
d;d;d;c;;Binders;C;6;;;Because standard binders are durable but not easily adaptable, bounty hunters often carry special binders which automatically tighten around a captive's appendages.;Deploy on one of your warriors or bounty hunters.  May now escort any number of captives.  If device removed from your character, select one captive escorted by that character to remain and release all others.
d;i;u;c;*;Blasted Droid;C;3;"Oh my! Oh, uh, I'm, I'm terribly sorry. I. . . I didn't mean to intrude. No, no, no, please don't get up. No!";During your control phase, fire (for free) one of your blasters carried by a trooper or one of your automated weapons. Hit target is immediately lost.
d;c;a;c;*;Boba Fett;R;1;P:4 A:3 R:5 D:5 F:6;;Pilot, Warrior;Feared {bounty hunter}. Collected bounties on Solo from both the Empire and Jabba the Hutt. Took exquisite pleasure in using Solo's friend to capture him.;Adds 3 to power of any starship he pilots. On Slave I, also adds 2 to maneuver and draws one battle destiny if not able to otherwise. When escorting a captive, captive is forfeit +5. May 'fly' (landspeed = 3). Immune to attrition < 3.
d;w;c;c;*;Boba Fett's Blaster Rifle;R;1;;;Sawed off BlasTech EE-3 blaster rifle.  Although its barrel is a few centimeters under the legal limit, no one has lived to file an official complaint.;Use 1 Force to deploy on Boba Fett, 3 on any other bounty hunter. May deploy as a 'react.' May target using 2 Force.  Draw destiny.  Character hit if destiny > ability.  Vehicle hit if destiny +1 > armor or maneuver.  May fire repeatedly for 1 Force each time.
d;e;e;c;;Bounty;C;4;One of the most profitable occupations in the galaxy is hunting down and capturing wanted beings. The more notable the quarry, the more profitable the venture.;Deploy on a non-droid character. If subsequently captured by a bounty hunter and then transferred to a prison, retrieve Force equal to character's forfeit -2 and place Effect in Used Pile. (Immune to Alter.)
d;i;l;c;*;Brief Loss Of Control;R;3;Eliciting fear from the opponent gives the dark side a powerful advantage.;Just after the weapons phase of a battle, use 2 Force to cause each player to target one of that player's characters involved in the battle.  Target characters cannot apply their ability toward drawing battle destiny this turn.
d;c;i;c;*;Captain Bewil;R;3;P:2 A:2 D:3 F:4;;Warrior;Tactical officer from Dentaal.  {Leader}.  Familiar with utilizing computer controls to lure an invading enemy into a tactically weak position.;During your control phase, may search your Reserve Deck, take one Laser Gate, Heart Of The Chasm or Rite Of Passage into hand and reshuffle.  Opponent's characters may not move from same site as Bewil to a mobile site.
d;e;e;c;;Carbon-Freezing;U;3;"Oh, they've encased him in carbonite. He should be quite well protected. If he survived the freezing process, that is.";Deploy on Carbonite Chamber. During your control phase, may target one captive present. Draw destiny. If destiny < 5, captive lost. If destiny > 10, place on captive. Captive is 'frozen' and opponent loses 8 Force. If captive released, lose Effect. (Immune to Alter.)
d;d;d;c;*;Carbonite Chamber Console;U;4;;;Most often used to freeze Tibanna gas for transport. Modified by Ugloste to work on humans. Intended to capture Luke Skywalker, the Emperor's prize.;Deploy on Carbonite Chamber. Adds 3 to Carbon-Freezing destiny. Also, during your turn, you may use 1 Force to search your Reserve Deck, take one Ugnaught, Prepare The Chamber or Carbon-Freezing into hand and reshuffle.
d;c;i;c;*;Chief Retwin;R;2;P:2 A:2 D:3 F:3;;Warrior;Highly skilled saboteur.  Former Imperial sympathizer who worked for the defense forces on his home planet, Ralltiir.  Joined the Empire after Ralltiir's subjugation.;May use 3 Force to 'hide' from (not participate in) a battle.  May use 2 Force to target one device or weapon present which deploys on a site.  Draw destiny.  If destiny > target's deploy cost, target is lost.
d;v;c;c;;Cloud Car;C;2;P:2 M:3 L:4 D:2 F:3;Twin-Pod Cloud Car;Pilot;Bespin Motors' {enclosed} upper atmosphere craft.  Utilizes a combination of ion engines and powerful repulsorlift drives to gain maximum power at high altitudes.;May add 1 pilot or passenger. At cloud sectors, power +1, may deploy as a 'react' and may move and be targeted by weapons like a starfighter. Permanent pilot aboard provides ability of 1.
d;w;c;c;;Cloud City Blaster;C;2;;;Relby-k23 blaster pistol.  Inflicts severe pain prior to death.  Safety known to fail.  Although these blasters are on the civilian restricted list, Imperial agents use them anyway.;Use 2 Force to deploy on any warrior at a Cloud City site. May target using 2 Force. Draw destiny. Character hit (and may not be used to satisfy attrition) if destiny > ability.
d;c;a;c;***;Cloud City Engineer;C;2;P:1 A:1 D:3 F:3;;;Maintenance specialist Lee Phenets.  Assigned to ensure the smooth operation of Cloud City.  One of the few humans respected by the city's Ugnaughts.;When present at a converted site, may use 2 Force to raise your site to the top.  Also, when present at an opponent's site that has a Scomp link, your Force drains are +1 there.  Ugnaughts deploy -1 to same Cloud City site.
d;i;u;c;*;Cloud City Sabacc;U;3;Sabacc variant popular among the miners. Ugnaughts and chief administrators of Bespin's city in the clouds.;{Requirements:} a gambler, thief or smuggler on Cloud City. {Wild cards (1-6):} Lando and Weather Vane. {Clone cards:} Locations and Ugnaughts. (Gamblers may use clone cards as zeroes.) {Stakes:} One starfighter, weapon or device.
